ApplicationType,LoanGoal,RequestedAmount,CreditScore,timesincefirstcase,duration,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferedAmount,open_cases,month,weekday,hour,treatment
Limit raise,Remaining debt home,50000.0,899,51.946863,30.024394,8304.0,500.0,126,50000.0,1629,3,3,14,1
Limit raise,Home improvement,18000.0,899,51.947572,31.934043,8304.0,225.0,96,18000.0,1785,2,1,14,0
Limit raise,Home improvement,50000.0,899,51.948855,9.208066,8304.0,750.0,77,50000.0,1651,2,0,9,0
Limit raise,Home improvement,20000.0,806,51.949094,15.233732,10000.0,400.0,56,20000.0,1693,3,1,7,1
New credit,Car,7000.0,899,51.949506,16.199051,7000.0,213.95,36,7000.0,1783,2,1,16,0
New credit,Home improvement,20000.0,796,51.951013,11.128729,10000.0,200.0,127,20000.0,1643,3,3,14,1
New credit,"Other, see explanation",10000.0,946,51.957473,7.151328,8304.0,150.0,80,10000.0,1745,2,4,11,0
New credit,Car,15000.0,899,51.960222,31.921262,12300.0,235.26,60,12300.0,1784,2,5,14,0
Limit raise,Car,43000.0,899,51.960802,24.130722,8304.0,430.0,126,43000.0,1697,3,1,7,1
Limit raise,Existing loan takeover,43500.0,899,51.960985,17.034232,8304.0,435.0,126,43500.0,1663,3,2,12,1
New credit,Car,10000.0,1035,51.961582,11.179292,6900.0,100.0,134,10000.0,1782,2,1,13,0
Limit raise,Home improvement,17000.0,899,51.968214,7.136646,8304.0,200.0,127,20000.0,1783,2,1,12,0
Limit raise,Car,17000.0,899,51.969414,2.192252,8304.0,170.0,127,17000.0,1806,2,2,8,0
Limit raise,Car,15000.0,899,51.98682,30.894704,8304.0,150.0,127,15000.0,1645,3,3,7,0
New credit,Car,5000.0,867,51.998215,11.233697,5000.0,97.4,60,5000.0,1641,3,4,13,1
New credit,Unknown,0.0,956,52.015372,25.218998,8304.0,500.0,37,17000.0,1725,3,2,10,1
New credit,Home improvement,15000.0,900,52.021355,15.117933,15000.0,157.59,120,15000.0,1678,3,0,8,1
Limit raise,Car,7500.0,899,52.023602,8.005109,2500.0,150.0,58,7500.0,1786,2,5,14,0
New credit,Unknown,0.0,899,52.040298,30.840982,1550.0,1037.73,72,65000.0,1660,3,3,7,0
Limit raise,Home improvement,20000.0,899,52.040751,30.840517,8304.0,250.0,126,25000.0,1743,2,4,8,0
New credit,Existing loan takeover,30000.0,899,52.065298,9.197318,439.0,300.15,101,25000.0,1715,3,2,9,1
Limit raise,Home improvement,49000.0,899,52.083479,16.847623,4000.0,800.0,70,49000.0,1660,3,3,8,0
New credit,Home improvement,15000.0,935,52.083492,28.767918,10025.0,157.59,120,15000.0,1643,3,4,13,1
Limit raise,Home improvement,20000.0,899,52.088617,15.948093,8304.0,200.0,127,20000.0,1671,3,1,10,0
New credit,Home improvement,9500.0,961,52.091997,15.790915,5735.27,251.73,44,10000.0,1683,3,1,8,1
New credit,Extra spending limit,17500.0,899,52.096739,30.785052,8304.0,300.0,67,17500.0,1631,3,3,7,0
New credit,Home improvement,20000.0,962,52.097065,7.804551,8000.0,200.0,127,20000.0,1651,2,0,9,1
New credit,Home improvement,5000.0,851,52.097887,14.970284,5000.0,241.28,22,5000.0,1680,3,0,15,1
Limit raise,other,50000.0,899,52.106076,14.84331,3000.0,500.0,126,50000.0,1786,2,5,15,0
New credit,Car,15000.0,985,52.108393,8.02555,15000.0,157.59,120,15000.0,1743,2,4,11,1
New credit,Car,5000.0,899,52.110506,32.780483,5000.0,118.15,48,5000.0,1765,2,2,17,0
New credit,"Other, see explanation",5000.0,899,52.115469,31.766567,5000.0,152.82,36,5000.0,1787,2,1,14,0
New credit,Existing loan takeover,12750.0,787,52.132151,10.124517,12750.0,195.13,78,12750.0,1640,3,3,15,1
New credit,Extra spending limit,5000.0,899,52.134119,31.747692,5000.0,241.28,22,5000.0,1784,2,5,15,0
Limit raise,Car,16000.0,899,52.135359,41.76874,8304.0,350.0,51,16000.0,1658,2,0,9,1
New credit,Unknown,0.0,899,52.142977,28.022444,10000.0,347.39,51,16000.0,1794,3,0,13,0
New credit,Remaining debt home,45000.0,881,52.144213,11.007685,5453.0,842.98,60,45000.0,1702,3,2,15,1
Limit raise,Car,40000.0,899,52.151447,16.045657,8000.0,400.0,126,40000.0,1637,3,4,14,1
New credit,Existing loan takeover,5500.0,899,52.155281,38.867999,5000.0,80.0,75,5000.0,1611,3,3,8,0
New credit,Home improvement,45000.0,946,52.162692,14.906349,30000.0,700.06,47,30000.0,1675,3,0,7,1
New credit,Motorcycle,5000.0,899,52.172122,30.709611,8304.0,100.0,58,5000.0,1633,3,3,7,0
New credit,Home improvement,7500.0,963,52.17478,28.680199,7500.0,84.45,120,7500.0,1702,3,1,13,1
New credit,Existing loan takeover,39000.0,899,52.186615,31.695228,8304.0,370.0,126,37000.0,1787,2,1,14,0
Limit raise,Existing loan takeover,47000.0,899,52.189684,22.023238,8304.0,470.0,126,47000.0,1647,3,3,20,1
New credit,Car,8000.0,986,52.190685,7.014108,8000.0,100.0,102,8000.0,1785,2,5,15,0
New credit,Car,10500.0,899,52.190846,31.691023,10500.0,244.46,48,10500.0,1786,2,5,14,0
New credit,Not speficied,5000.0,899,52.195348,9.804624,50.0,50.0,138,5000.0,1702,3,2,15,1
New credit,Caravan / Camper,35000.0,899,52.196806,8.070914,8304.0,350.0,126,35000.0,1789,2,1,18,0
New credit,Unknown,0.0,884,52.200416,28.813666,89.38,375.49,96,30000.0,1660,3,3,8,1
New credit,Car,6000.0,1085,52.222731,7.046402,8304.0,450.0,14,6000.0,1654,2,0,10,1
New credit,Car,7000.0,779,52.226166,28.697366,8184.0,141.45,120,13000.0,1676,3,0,12,1
New credit,Unknown,0.0,899,52.226645,30.654805,10070.93,270.01,57,13500.0,1745,2,4,10,0
New credit,Unknown,0.0,799,52.228768,9.902159,2423.0,349.97,65,20000.0,1711,3,2,11,1
New credit,Car,25000.0,926,52.233393,8.744252,8304.0,300.0,101,25000.0,1793,2,1,18,0
New credit,Home improvement,5000.0,899,52.23455,31.647119,8304.0,100.0,58,5000.0,1786,2,5,15,0
Limit raise,Car,35000.0,899,52.241573,21.673416,8304.0,500.0,126,50000.0,1656,3,1,15,0
New credit,Not speficied,7500.0,806,52.244627,8.693484,7500.0,150.0,58,7500.0,1743,2,4,14,0
New credit,Motorcycle,6000.0,680,52.253033,13.818303,957.39,389.24,15,5600.0,1703,3,1,11,1
New credit,Existing loan takeover,15000.0,899,52.253264,30.628272,3200.0,157.59,120,15000.0,1644,3,3,7,0
New credit,Home improvement,6000.0,899,52.253675,31.628043,2600.0,97.84,90,7000.0,1784,2,1,14,0
New credit,Car,20000.0,896,52.256479,9.772204,8304.0,300.0,78,20000.0,1804,2,2,8,0
New credit,Car,6000.0,899,52.262244,3.783188,4200.0,116.87,60,6000.0,1783,2,1,14,0
New credit,Car,12000.0,899,52.263608,14.79667,9101.0,232.82,48,10000.0,1786,2,5,15,0
New credit,Home improvement,50000.0,898,52.267563,31.693933,8304.0,1000.0,56,50000.0,1786,2,5,15,0
New credit,Existing loan takeover,11000.0,951,52.269839,10.797414,11000.0,210.4,60,11000.0,1700,3,2,13,1
New credit,Car,5000.0,899,52.270193,44.865528,5000.0,291.87,18,5000.0,1652,3,3,12,1
New credit,Remaining debt home,17500.0,825,52.272091,10.939665,17500.0,250.69,82,17500.0,1647,3,3,12,1
New credit,Car,10000.0,899,52.278191,10.65049,10000.0,163.64,72,10000.0,1781,2,1,15,0
New credit,Car,5000.0,899,52.279814,31.601511,5000.0,69.89,90,5000.0,1781,2,1,15,0
New credit,Car,20000.0,899,52.29305,31.588327,14000.0,303.56,52,14000.0,1782,2,1,16,0
New credit,Car,17000.0,899,52.294435,24.737515,20000.0,275.24,86,20000.0,1725,3,2,13,1
New credit,Car,15000.0,899,52.304452,31.576939,8304.0,250.0,96,20000.0,1782,2,1,16,0
New credit,Existing loan takeover,8000.0,858,52.305689,9.693086,4035.09,124.67,60,6400.0,1703,3,2,15,1
New credit,Remaining debt home,21000.0,899,52.307129,28.717018,21000.0,220.62,120,21000.0,1676,3,2,7,1
New credit,"Other, see explanation",5000.0,899,52.318012,50.017132,2000.0,100.25,58,5000.0,1713,3,2,10,1
New credit,Caravan / Camper,15000.0,940,52.321693,13.800442,15000.0,300.0,56,15000.0,1787,2,5,15,0
New credit,Existing loan takeover,12557.0,899,52.324743,30.556626,8304.0,260.0,55,12600.0,1654,3,3,7,0
New credit,Car,8000.0,775,52.329831,8.740523,6800.0,103.09,100,8000.0,1746,2,4,13,1
New credit,Existing loan takeover,20000.0,754,52.337281,21.819158,8304.0,275.0,81,19000.0,1632,3,4,16,1
New credit,"Other, see explanation",5000.0,982,52.340216,43.701164,4974.0,217.01,36,7100.0,1570,4,4,12,1
New credit,Existing loan takeover,12500.0,841,52.346037,28.642822,5176.0,136.01,120,12500.0,1694,3,0,9,1
New credit,Remaining debt home,20000.0,899,52.349596,0.083059,8304.0,157.0,127,15700.0,1809,2,0,20,0
New credit,Car,5000.0,899,52.354549,31.527355,8304.0,100.0,58,5000.0,1793,2,1,18,0
New credit,"Other, see explanation",25000.0,984,52.366482,29.823466,2500.0,350.0,84,25000.0,1656,3,2,9,1
New credit,Existing loan takeover,5000.0,916,52.375328,10.740131,8304.0,65.0,97,5000.0,1649,3,4,11,1
New credit,"Other, see explanation",7250.0,899,52.384341,21.618005,8304.0,108.81,120,10000.0,1666,3,1,13,0
New credit,"Other, see explanation",5000.0,980,52.385316,16.730675,6323.0,157.59,120,15000.0,1643,3,4,13,1
New credit,Car,38000.0,908,52.387971,28.523451,2849.83,560.15,79,38000.0,1652,3,3,11,1
Limit raise,Home improvement,20000.0,899,52.392009,14.883631,13000.0,200.0,127,20000.0,1787,2,5,15,0
New credit,"Other, see explanation",7500.0,899,52.409175,31.472819,7500.0,229.23,36,7500.0,1788,2,1,17,0
New credit,Car,5000.0,899,52.416581,15.848323,8304.0,75.0,81,5000.0,1652,3,4,9,1
New credit,Existing loan takeover,5000.0,899,52.417611,31.464404,2000.0,186.35,29,5000.0,1787,2,5,15,0
New credit,Car,25000.0,1037,52.431696,10.687679,8304.0,500.0,56,25000.0,1782,2,1,16,0
New credit,Extra spending limit,5000.0,899,52.431782,31.44998,8304.0,75.0,81,5000.0,1789,2,1,17,0
New credit,Home improvement,50000.0,899,52.446127,31.435661,50000.0,605.2,100,50000.0,1780,2,1,15,0
New credit,Car,5000.0,933,52.446196,10.620183,5000.0,127.6,44,5000.0,1703,3,2,13,1
New credit,Car,5000.0,899,52.457421,31.42438,5000.0,56.3,120,5000.0,1782,2,1,16,0
New credit,Car,13000.0,752,52.470444,14.520182,8304.0,170.0,95,13000.0,1787,2,5,15,0
New credit,Remaining debt home,42500.0,899,52.471637,31.410197,43521.71,798.25,72,50000.0,1787,2,5,15,0
New credit,Remaining debt home,6000.0,1041,52.478544,17.402121,6000.0,67.56,120,6000.0,1667,3,2,9,1
New credit,Car,10000.0,1083,52.479283,28.398677,10000.0,246.69,45,10000.0,1698,3,1,9,1
New credit,Home improvement,12000.0,899,52.492215,15.467033,12000.0,490.94,26,12000.0,1715,3,2,9,1
New credit,Car,50000.0,899,52.497042,32.393726,50000.0,522.97,120,50000.0,1802,2,2,9,0
New credit,Car,7000.0,895,52.531722,10.463129,5000.0,150.0,54,7000.0,1783,2,1,16,0
New credit,Car,11800.0,640,52.559884,23.453497,11800.0,347.75,37,11800.0,1726,3,2,9,1
New credit,Home improvement,15000.0,965,52.863918,66.211989,15000.0,406.5,40,15000.0,1459,4,0,10,1
New credit,Car,20000.0,899,52.866257,21.179495,8304.0,300.0,37,10000.0,1663,3,2,13,1
New credit,Unknown,0.0,908,52.907263,6.094274,29.4,290.31,87,21300.0,1657,2,0,9,0
New credit,Car,20000.0,997,52.942682,9.263322,20000.0,375.53,60,20000.0,1660,3,3,8,1
New credit,Not speficied,12500.0,899,52.96175,30.919899,8304.0,247.52,80,0.0,1797,2,1,19,0
New credit,Home improvement,5000.0,899,52.964072,9.98629,1000.0,100.0,58,5000.0,1713,3,2,11,1
New credit,Car,5000.0,984,52.984782,9.060912,5000.0,175.23,31,5000.0,1652,2,0,15,1
New credit,Not speficied,8000.0,1082,52.986373,27.998329,10000.0,136.12,90,10000.0,1674,3,1,11,1
New credit,Home improvement,36000.0,899,52.99621,9.151918,9000.0,376.54,120,36000.0,1805,2,2,8,0
New credit,Car,50000.0,899,52.999047,30.88255,8304.0,1000.0,56,50000.0,1574,3,4,7,0
New credit,Home improvement,20000.0,984,53.006881,8.137512,8304.0,200.0,127,20000.0,1716,3,2,10,0
New credit,Home improvement,7500.0,899,53.024844,30.856718,7500.0,174.04,49,7500.0,1793,2,1,19,0
New credit,Car,25000.0,899,53.028915,36.18715,25803.0,1224.61,24,28000.0,1621,3,1,13,1
New credit,Not speficied,25000.0,899,53.029109,30.852386,8304.0,250.0,126,25000.0,1579,3,4,7,0
New credit,Home improvement,6800.0,899,53.039636,30.841799,6800.0,76.57,120,6800.0,1798,2,1,19,0
New credit,Car,10250.0,899,53.042734,30.838728,18500.0,490.07,41,18500.0,1798,2,1,20,0
New credit,Unknown,0.0,899,53.043388,3.024414,12373.41,596.18,120,57000.0,1744,2,4,8,1
New credit,Unknown,0.0,899,53.047747,9.844815,15000.0,157.59,120,15000.0,1702,3,1,13,1
New credit,Car,15000.0,990,53.052672,7.104324,15000.0,300.0,56,15000.0,1791,2,1,18,0
New credit,Home improvement,6000.0,899,53.052861,31.837641,6000.0,100.33,72,6000.0,1791,2,2,11,0
New credit,Home improvement,15000.0,784,53.06035,7.202949,15000.0,281.65,60,15000.0,1703,3,1,13,1
New credit,Unknown,0.0,672,53.06911,27.843663,1055.27,108.81,120,10000.0,1657,3,3,8,1
Limit raise,Car,15000.0,899,53.071411,30.809968,8304.0,200.0,89,15000.0,1587,3,4,7,0
New credit,Unknown,0.0,899,53.075036,30.806329,1707.93,261.48,120,25000.0,1784,2,5,14,0
New credit,Existing loan takeover,0.0,957,53.077363,29.865878,8304.0,603.48,12,7000.0,1674,3,2,7,1
New credit,Existing loan takeover,19000.0,899,53.09193,35.086937,1763.0,217.47,120,20700.0,1710,3,3,12,1
New credit,Car,5000.0,998,53.096045,29.917278,5000.0,152.82,36,5000.0,1682,3,1,8,1
New credit,"Other, see explanation",12500.0,945,53.115939,15.129448,8304.0,125.0,134,12500.0,1669,3,2,8,0
New credit,Car,7000.0,977,53.121967,8.023146,7000.0,136.35,60,7000.0,1701,3,1,9,1
New credit,Home improvement,30000.0,830,53.131117,9.964048,30000.0,600.0,56,30000.0,1742,2,4,11,0
New credit,Car,5000.0,895,53.13483,27.822751,5000.0,133.0,42,5000.0,1643,3,4,13,1
Limit raise,Car,0.0,727,53.156762,9.842739,5000.0,250.0,126,25000.0,1789,2,2,12,0
Limit raise,"Other, see explanation",8000.0,901,53.160595,14.707645,8304.0,80.0,138,8000.0,1801,2,2,9,0
New credit,Unknown,0.0,899,53.162154,30.719894,12000.0,130.57,120,12000.0,1543,3,4,7,0
New credit,Car,6000.0,1074,53.168962,7.062181,6000.0,141.78,48,6000.0,1704,3,1,13,1
New credit,Car,5000.0,899,53.170803,7.875422,8304.0,140.0,58,7000.0,1805,2,2,8,0
New credit,Unknown,0.0,899,53.175165,8.023474,6000.0,175.45,120,16700.0,1720,3,2,8,1
New credit,"Other, see explanation",6000.0,868,53.176119,5.878408,2994.0,266.77,24,6000.0,1746,2,4,7,1
Limit raise,Home improvement,12500.0,925,53.180111,6.903569,8304.0,125.0,134,12500.0,1746,2,4,7,1
New credit,Home improvement,5000.0,940,53.180908,19.914437,4635.0,302.67,48,13000.0,1648,3,4,12,1
New credit,Home improvement,9000.0,917,53.181618,13.889456,6438.0,347.37,60,18500.0,1641,3,4,12,1
New credit,Unknown,0.0,899,53.193458,30.688504,5500.0,107.14,60,5500.0,1551,3,4,7,0
New credit,Not speficied,15000.0,1064,53.216397,15.764359,8304.0,200.0,89,15000.0,1671,3,2,8,1
New credit,Home improvement,20000.0,899,53.221975,21.859632,15000.0,251.23,96,20000.0,1683,3,1,8,1
New credit,Home improvement,20000.0,897,53.226696,36.780746,10992.0,210.12,120,20000.0,1644,3,2,8,1
New credit,Home improvement,10000.0,925,53.230882,27.66389,10000.0,197.0,58,10000.0,1698,3,2,14,1
New credit,Unknown,25000.0,899,53.238098,55.65904,25000.0,261.48,120,25000.0,1781,2,1,15,1
New credit,Car,10000.0,960,53.245893,6.037002,10000.0,191.27,60,10000.0,1786,2,5,15,0
New credit,Home improvement,9000.0,936,53.248858,14.79496,8304.0,300.0,33,9000.0,1678,3,1,9,0
New credit,Car,10000.0,899,53.252146,5.804751,8304.0,230.0,49,10000.0,1769,2,2,14,0
New credit,Existing loan takeover,20000.0,899,53.257828,32.623614,8304.0,247.52,80,0.0,1721,2,3,14,0
New credit,Home improvement,11000.0,899,53.264962,31.625791,11000.0,180.01,72,11000.0,1805,2,2,9,0
New credit,"Other, see explanation",50000.0,886,53.271915,14.761554,8304.0,1000.0,89,75000.0,1682,3,1,9,1
New credit,Existing loan takeover,34000.0,899,53.274179,0.100675,4085.18,355.62,120,34000.0,1794,2,1,18,0
New credit,Existing loan takeover,25000.0,912,53.28637,20.903729,8304.0,350.0,84,25000.0,1699,3,1,9,0
New credit,Car,0.0,899,53.298382,30.583371,8304.0,100.0,72,6000.0,1568,3,4,7,0
Limit raise,Unknown,0.0,899,53.305655,30.576137,8304.0,119.0,134,11900.0,1565,3,4,7,0
Limit raise,Car,12500.0,899,53.319855,6.708982,5000.0,135.0,121,12500.0,1650,2,0,8,0
New credit,Remaining debt home,33000.0,899,53.320696,5.663979,8304.0,350.0,88,26000.0,1806,2,2,8,0
Limit raise,"Other, see explanation",23000.0,899,53.322241,9.836515,2200.0,222.0,127,22200.0,1702,3,1,13,0
Limit raise,Home improvement,20000.0,899,53.325297,13.691081,8304.0,250.0,120,24000.0,1654,3,4,9,1
New credit,Existing loan takeover,15000.0,927,53.341272,7.92682,8304.0,150.0,127,15000.0,1699,3,2,14,1
New credit,Existing loan takeover,13000.0,899,53.342145,30.539329,2500.0,248.65,60,13000.0,1581,3,4,7,0
Limit raise,Car,22000.0,899,53.351513,27.889503,1000.0,220.0,127,22000.0,1796,3,0,10,1
New credit,Home improvement,20000.0,949,53.353948,12.869467,20000.0,210.12,120,20000.0,1679,3,0,11,1
New credit,Unknown,0.0,801,53.36026,14.519136,4687.0,507.28,120,48500.0,1651,3,1,16,1
New credit,Unknown,0.0,880,53.368196,12.845958,8304.0,450.0,36,15000.0,1716,3,2,9,0
Limit raise,"Other, see explanation",50000.0,899,53.386141,5.623213,8304.0,500.0,126,50000.0,1654,2,0,9,0
New credit,Home improvement,25000.0,899,53.393643,45.460278,25000.0,475.37,59,25000.0,1650,3,2,16,0
New credit,Home improvement,5000.0,866,53.39501,7.772943,8304.0,200.0,27,5000.0,1704,3,1,13,1
New credit,Car,5000.0,899,53.399047,31.491468,8304.0,250.0,22,5000.0,1795,2,2,10,0
New credit,Car,8500.0,899,53.402861,8.659486,8500.0,200.85,48,8500.0,1703,3,1,15,1
New credit,Car,25000.0,876,53.427301,9.764979,20485.81,349.81,84,25000.0,1649,3,4,10,1
New credit,Home improvement,10000.0,918,53.432678,20.829925,10000.0,100.0,134,10000.0,1699,3,0,10,1
New credit,Car,16500.0,961,53.464026,12.681893,20000.0,226.68,109,20000.0,1655,3,4,8,1
New credit,Car,6500.0,994,53.466968,14.828095,6500.0,172.9,42,6500.0,1683,3,1,8,1
New credit,Home improvement,30000.0,899,53.476666,31.414228,30000.0,313.78,120,30000.0,1653,2,0,10,0
New credit,Existing loan takeover,10000.0,921,53.48561,16.687781,8304.0,250.0,45,10000.0,1678,3,0,14,1
New credit,"Other, see explanation",9000.0,899,53.497492,31.393428,9000.0,175.31,60,9000.0,1797,2,2,10,0
New credit,Car,5000.0,674,53.516819,9.696903,5356.0,108.81,120,10000.0,1643,3,4,13,1
New credit,Not speficied,15000.0,911,53.560099,27.399673,8304.0,303.79,58,15700.0,1714,3,4,8,1
New credit,Home improvement,30000.0,899,53.875722,20.101323,8940.0,292.86,120,28000.0,1796,2,2,10,0
New credit,"Other, see explanation",10000.0,1045,53.913895,7.354782,8304.0,150.0,80,10000.0,1746,2,4,8,0
New credit,Unknown,0.0,899,53.928029,30.962809,7550.0,446.76,97,36000.0,1544,3,5,7,0
New credit,other,13000.0,899,53.930536,13.114665,8304.0,130.0,134,13000.0,1648,3,4,12,0
New credit,Car,15000.0,899,53.93381,30.957039,15000.0,299.46,56,15000.0,1543,3,5,7,0
New credit,Existing loan takeover,25000.0,899,53.939606,31.941948,8304.0,300.0,126,30000.0,1653,2,0,9,0
New credit,Home improvement,30000.0,899,53.950705,30.940157,30000.0,313.78,120,30000.0,1657,2,0,9,0
New credit,Remaining debt home,0.0,899,53.951098,50.372416,15000.0,157.59,120,15000.0,1676,3,1,10,1
New credit,Unknown,0.0,899,53.954711,12.222203,8304.0,785.0,119,75000.0,1649,3,4,12,1
Limit raise,Home improvement,0.0,899,53.964487,16.172606,8304.0,100.0,134,10000.0,1660,3,2,14,1
New credit,Remaining debt home,15000.0,827,53.969491,51.169017,8304.0,182.24,100,15000.0,1725,3,2,9,1
New credit,Car,7000.0,899,53.976793,7.313051,7000.0,119.8,70,7000.0,1738,2,3,9,0
New credit,Home improvement,25000.0,946,53.980533,12.20865,25000.0,399.13,72,25000.0,1649,3,4,10,1
New credit,Home improvement,10000.0,899,53.983525,9.068511,5000.0,150.0,127,15000.0,1789,2,2,12,0
New credit,Car,5750.0,631,53.98897,26.963667,5800.0,137.05,48,5800.0,1664,3,2,12,1
New credit,Car,20000.0,899,53.993119,30.89755,20000.0,458.72,48,20000.0,1768,2,2,14,0
New credit,Car,5000.0,899,53.995505,30.895199,5000.0,106.61,54,5000.0,1653,2,0,10,0
New credit,Home improvement,5000.0,1044,54.001397,19.133513,3500.0,125.0,45,5000.0,1782,2,2,13,0
Limit raise,Home improvement,40000.0,899,54.00179,13.110809,8304.0,1250.0,30,35000.0,1678,3,0,10,1
New credit,"Other, see explanation",50000.0,899,54.013343,30.877384,50000.0,522.97,120,50000.0,1790,2,2,11,0
New credit,Existing loan takeover,15000.0,1003,54.017668,7.265936,5500.0,200.0,89,15000.0,1779,2,2,13,0
New credit,"Other, see explanation",25000.0,960,54.019859,13.232021,25000.0,349.81,84,25000.0,1705,3,1,14,1
New credit,Home improvement,27500.0,962,54.029039,12.100544,17500.0,210.0,127,21000.0,1654,2,0,10,0
Limit raise,Home improvement,40000.0,899,54.030982,30.85942,8304.0,800.0,56,40000.0,1779,2,2,13,0
New credit,Existing loan takeover,19300.0,899,54.043649,34.136043,8304.0,202.76,120,19300.0,1640,3,2,16,1
Limit raise,Home improvement,0.0,899,54.048818,13.031078,20000.0,700.0,126,70000.0,1654,3,4,9,0
New credit,Home improvement,5000.0,899,54.05151,9.032184,5000.0,97.4,60,5000.0,1644,3,3,13,1
New credit,Car,0.0,899,54.057922,14.97056,7000.0,199.0,39,7000.0,1664,3,2,12,0
New credit,Unknown,0.0,848,54.061241,16.048277,5300.0,368.21,72,23000.0,1652,3,4,11,1
New credit,Home improvement,6000.0,899,54.07058,30.81988,6000.0,100.33,72,6000.0,1653,2,0,10,0
Limit raise,Existing loan takeover,13000.0,830,54.072793,8.991662,1000.0,130.0,134,13000.0,1736,2,3,10,0
New credit,Home improvement,5000.0,998,54.088793,63.803524,8304.0,100.0,58,5000.0,1596,3,3,9,1
New credit,Existing loan takeover,50000.0,899,54.121525,26.084714,9250.0,798.25,72,50000.0,1641,3,4,12,0
New credit,Car,15000.0,899,54.122417,30.768111,8304.0,500.0,32,15000.0,1654,2,0,10,0
New credit,Existing loan takeover,28000.0,758,54.124138,7.120768,1774.0,495.44,64,28000.0,1716,3,2,10,1
New credit,Existing loan takeover,33000.0,899,54.128088,8.987366,10000.0,500.0,82,35000.0,1649,3,3,11,1
New credit,Existing loan takeover,6500.0,743,54.14171,15.021645,6500.0,234.79,30,6500.0,1677,3,0,12,1
New credit,Not speficied,5000.0,990,54.164669,6.055677,4000.0,100.0,134,10000.0,1698,3,1,10,1
New credit,Home improvement,10000.0,719,54.168435,11.898533,10000.0,100.0,134,10000.0,1751,2,5,9,0
New credit,Home improvement,12000.0,854,54.179496,26.703586,12000.0,198.7,71,12000.0,1651,3,4,10,1
New credit,Existing loan takeover,10000.0,899,54.187936,30.702744,8304.0,251.73,44,10000.0,1770,2,2,15,0
New credit,other,15000.0,899,54.191236,30.699405,8439.0,108.81,120,10000.0,1763,2,2,16,0
New credit,Not speficied,10000.0,899,54.196379,12.99604,10000.0,194.09,59,10000.0,1643,3,4,12,1
New credit,Unknown,0.0,899,54.196946,12.704499,5000.0,291.87,18,5000.0,1653,3,3,9,0
New credit,Unknown,0.0,889,54.205985,41.935485,15000.0,175.0,127,17500.0,1769,2,2,15,1
New credit,Existing loan takeover,21750.0,899,54.20691,30.683883,8304.0,218.0,127,21800.0,1768,2,2,18,0
New credit,Home improvement,10000.0,1037,54.213106,12.026404,10000.0,200.0,57,10000.0,1653,2,0,10,0
New credit,other,0.0,796,54.221052,6.982172,1506.0,89.08,96,6700.0,1694,3,1,8,0
Limit raise,Remaining debt home,25000.0,899,54.231459,30.659272,8304.0,350.0,84,25000.0,1551,3,5,7,0
New credit,Home improvement,5000.0,899,54.238632,39.722913,5000.0,75.97,81,5000.0,1675,3,0,8,1
New credit,Not speficied,20000.0,899,54.259729,30.63108,18334.0,399.28,56,20000.0,1765,2,2,17,0
New credit,Existing loan takeover,5000.0,899,54.267372,12.695758,5000.0,152.82,36,5000.0,1696,3,1,8,0
New credit,Existing loan takeover,15000.0,764,54.272719,14.808417,4599.8,250.0,69,15000.0,1651,2,0,11,0
Limit raise,Car,10000.0,899,54.276155,25.717862,8304.0,100.0,134,10000.0,1677,3,2,7,1
New credit,Unknown,0.0,899,54.280265,30.610694,8304.0,470.67,120,45000.0,1537,3,5,7,0
New credit,Car,15000.0,960,54.287263,21.853909,15000.0,300.0,56,15000.0,1724,3,2,14,1
New credit,Car,7500.0,899,54.293257,33.59971,7500.0,146.09,60,7500.0,1672,3,1,11,1
New credit,"Other, see explanation",5000.0,771,54.298935,20.846865,5000.0,56.3,120,5000.0,1650,3,3,11,1
New credit,Motorcycle,15000.0,787,54.314488,12.919871,15000.0,344.04,48,15000.0,1686,3,1,7,1
New credit,other,50000.0,899,54.330726,30.560182,50000.0,522.97,120,50000.0,1651,2,0,11,0
New credit,Car,8500.0,899,54.342187,8.638216,8500.0,165.57,60,8500.0,1736,2,3,18,0
New credit,Car,7500.0,1130,54.356255,7.728676,7500.0,248.17,33,7500.0,1647,3,3,10,1
New credit,Remaining debt home,22000.0,777,54.362052,13.510541,22000.0,278.75,95,22000.0,1676,3,0,9,1
New credit,Not speficied,9000.0,905,54.380538,26.529401,138.98,625.57,15,9000.0,1659,3,4,7,1
Limit raise,Car,20000.0,898,54.382596,6.708953,10000.0,200.0,127,20000.0,1655,2,0,9,0
New credit,Car,7500.0,899,54.385836,30.50456,7500.0,154.98,56,7500.0,1650,2,0,11,0
Limit raise,Remaining debt home,25000.0,820,54.386204,11.562011,8304.0,250.0,126,25000.0,1777,2,2,20,0
Limit raise,"Other, see explanation",7000.0,899,54.387693,31.493707,8304.0,70.0,138,7000.0,1727,2,3,11,0
New credit,Car,0.0,899,54.389635,30.50078,17500.0,349.37,56,17500.0,1565,3,5,7,0
New credit,Car,15000.0,899,54.401617,19.903901,15000.0,157.59,120,15000.0,1692,3,1,13,1
New credit,Existing loan takeover,20000.0,761,54.410913,21.803359,8304.0,400.0,56,20000.0,1663,3,2,13,1
